Employee_ID,Employee_Name,Department,Tasks_Completed,Task_Completion_Time,Hours_Worked,Productivity_Score,Date,Performance_Rating
E1370,John Doe,Marketing,44,3.74,39,77.69,06-01-2024,Good
E1371,Emily Davis,Marketing,24,0.58,40,96.33,07-01-2024,Excellent
E1372,Jane Smith,HR,27,1.33,50,99.69,08-01-2024,Excellent
E1373,James Anderson,IT,45,0.69,47,81.93,09-01-2024,Good
E1374,Sophia Martinez,HR,16,1.5,30,89.17,10-01-2024,Good
E1375,Jane Smith,IT,45,0.9,34,68.08,11-01-2024,Average
E1376,Emily Davis,Finance,17,4.26,39,87.29,12-01-2024,Good
E1377,Emily Davis,Sales,24,4.2,43,75.82,13-01-2024,Good
E1378,David Wilson,Finance,21,3.98,43,72.67,14-01-2024,Average
E1379,John Doe,HR,37,0.58,31,65.13,15-01-2024,Average
E1380,Sophia Martinez,Sales,30,0.52,49,87.27,16-01-2024,Good
E1381,Sophia Martinez,Finance,34,3.38,35,93.84,17-01-2024,Excellent
E1382,Emily Davis,Marketing,36,1.2,36,72.21,18-01-2024,Average
E1383,Michael Johnson,Finance,17,4.36,36,71.45,19-01-2024,Average
E1384,James Anderson,IT,13,3.76,43,73.12,20-01-2024,Average
E1385,Jane Smith,Marketing,30,3.4,49,78.3,21-01-2024,Good
E1386,Robert Brown,HR,38,4.81,34,99.54,22-01-2024,Excellent
E1387,Jane Smith,Sales,22,4.74,34,88.41,23-01-2024,Good
E1388,Olivia Thomas,Marketing,22,4.46,33,62.03,24-01-2024,Average
E1389,Emily Davis,Marketing,11,3.07,41,83.15,25-01-2024,Good
E1390,John Doe,Marketing,11,0.96,38,82.06,26-01-2024,Good
E1391,Olivia Thomas,HR,31,1.47,33,97.47,27-01-2024,Excellent
E1392,Olivia Thomas,IT,33,0.61,47,89.18,28-01-2024,Good
E1393,David Wilson,Sales,11,4.4,42,67.51,29-01-2024,Average
E1394,Michael Johnson,HR,23,2.39,42,97.43,30-01-2024,Excellent
E1395,Michael Johnson,HR,20,1.26,38,86.1,31-01-2024,Good
E1396,James Anderson,HR,13,3.96,38,76.84,01-02-2024,Good
E1397,John Doe,IT,33,3.54,45,81.31,02-02-2024,Good
E1398,David Wilson,HR,18,3.61,41,70.71,03-02-2024,Average
E1399,Sophia Martinez,IT,40,2.78,30,98.72,04-02-2024,Excellent
E1400,Emily Davis,Finance,25,0.61,31,93.31,05-02-2024,Excellent
E1401,David Wilson,IT,12,1.39,46,67.46,06-02-2024,Average
E1402,David Wilson,Finance,46,3.23,43,82.66,07-02-2024,Good
E1403,John Doe,Finance,24,1.22,34,89.85,08-02-2024,Good
E1404,David Wilson,IT,27,4.28,40,70.43,09-02-2024,Average
E1405,John Doe,Marketing,10,1.45,42,74.92,10-02-2024,Average
E1406,Emily Davis,Finance,18,2.08,40,61.05,11-02-2024,Average
E1407,James Anderson,Finance,33,3.4,40,86.56,12-02-2024,Good
E1408,James Anderson,IT,18,3.01,45,97.34,13-02-2024,Excellent
E1409,Michael Johnson,Sales,47,0.9,32,81.35,14-02-2024,Good
E1410,Jane Smith,IT,44,1.15,32,79.43,15-02-2024,Good
E1411,Robert Brown,Finance,10,4.12,39,83.77,16-02-2024,Good
E1412,Robert Brown,Marketing,13,1.6,38,91.24,17-02-2024,Excellent
E1413,Sophia Martinez,Finance,18,4.28,50,86.49,18-02-2024,Good
E1414,Emily Davis,Sales,10,2.42,49,87.27,19-02-2024,Good
E1415,Sophia Martinez,Sales,19,3.94,40,92.01,20-02-2024,Excellent
E1416,John Doe,Sales,46,1.32,47,77.18,21-02-2024,Good
E1417,Jane Smith,Finance,43,0.61,43,69.72,22-02-2024,Average
E1418,Olivia Thomas,Marketing,27,3.07,35,67.05,23-02-2024,Average
E1419,Jane Smith,IT,15,3.42,38,97.46,24-02-2024,Excellent
E1420,Olivia Thomas,Marketing,49,2.43,47,96.21,25-02-2024,Excellent
E1421,David Wilson,HR,31,0.65,31,62.49,26-02-2024,Average
E1422,Sophia Martinez,HR,26,1.11,30,97.75,27-02-2024,Excellent
E1423,Olivia Thomas,IT,17,3.86,42,62.37,28-02-2024,Average
E1424,Olivia Thomas,Sales,24,2.41,35,69.21,29-02-2024,Average
E1425,Jane Smith,IT,13,0.6,42,70.24,01-03-2024,Average
E1426,Sophia Martinez,IT,50,4.34,48,83.88,02-03-2024,Good
E1427,James Anderson,Sales,42,4.22,38,88.51,03-03-2024,Good
E1428,David Wilson,Finance,43,2.44,49,81.99,04-03-2024,Good
E1429,David Wilson,Sales,49,3.66,40,87.21,05-03-2024,Good
E1430,Sarah Lee,Marketing,37,3.63,33,78.41,06-03-2024,Good
E1431,Emily Davis,HR,34,0.84,40,71.86,07-03-2024,Average
E1432,James Anderson,IT,41,3.94,33,61.53,08-03-2024,Average
E1433,Sarah Lee,Sales,32,3.83,46,68.4,09-03-2024,Average
E1434,Jane Smith,HR,45,0.64,48,84.85,10-03-2024,Good
E1435,Michael Johnson,Marketing,16,3.89,49,88.17,11-03-2024,Good
E1436,Olivia Thomas,HR,11,1.6,30,65.93,12-03-2024,Average
E1437,John Doe,HR,13,0.75,43,61.35,13-03-2024,Average
E1438,James Anderson,HR,35,2.38,47,98.69,14-03-2024,Excellent
E1439,David Wilson,Finance,26,4.13,42,64.72,15-03-2024,Average
E1440,Olivia Thomas,Finance,42,3.74,46,90.02,16-03-2024,Excellent
E1441,Sophia Martinez,IT,37,3.85,32,63.46,17-03-2024,Average
E1442,Robert Brown,Marketing,50,1.02,42,77.75,18-03-2024,Good
E1443,Michael Johnson,HR,23,3.6,33,95.15,19-03-2024,Excellent
E1444,David Wilson,Sales,46,2.71,48,70.31,20-03-2024,Average
E1445,David Wilson,Sales,42,3.69,39,73.09,21-03-2024,Average
E1446,Sarah Lee,Marketing,32,1.31,32,61.92,22-03-2024,Average
E1447,James Anderson,Sales,31,0.71,43,92.57,23-03-2024,Excellent
E1448,Sophia Martinez,Marketing,34,2.58,41,67.59,24-03-2024,Average
E1449,Olivia Thomas,IT,42,3.77,37,86.26,25-03-2024,Good
E1450,David Wilson,HR,26,1.05,46,78.89,26-03-2024,Good
E1451,John Doe,Sales,43,3.53,34,62.86,27-03-2024,Average
E1452,John Doe,IT,26,0.58,38,86,28-03-2024,Good
E1453,Emily Davis,Marketing,37,2.96,35,88.45,29-03-2024,Good
E1454,Olivia Thomas,Finance,36,1.58,45,66.99,30-03-2024,Average
E1455,Robert Brown,Finance,17,0.96,35,70.74,31-03-2024,Average
E1456,Sophia Martinez,Marketing,13,2.18,44,79.21,01-04-2024,Good
E1457,David Wilson,IT,25,2.29,36,87.52,02-04-2024,Good
E1458,Michael Johnson,Sales,47,2.48,44,82.15,03-04-2024,Good
E1459,Robert Brown,Marketing,39,1.98,33,61.13,04-04-2024,Average
E1460,Sarah Lee,HR,10,4.1,31,83.27,05-04-2024,Good
E1461,James Anderson,HR,13,4.52,36,94.94,06-04-2024,Excellent
E1462,Michael Johnson,Sales,47,4.88,48,81.82,07-04-2024,Good
E1463,James Anderson,Marketing,39,0.97,46,63.87,08-04-2024,Average
E1464,Olivia Thomas,Marketing,17,4.69,34,62.85,09-04-2024,Average
E1465,John Doe,IT,21,2.94,31,81.94,10-04-2024,Good
E1466,Michael Johnson,HR,44,2.58,43,83.81,11-04-2024,Good
E1467,Emily Davis,Marketing,47,1.88,32,91.99,12-04-2024,Excellent
E1468,Olivia Thomas,HR,50,1.29,40,60.99,13-04-2024,Average
E1469,Olivia Thomas,HR,34,1.52,40,79.01,14-04-2024,Good
E1470,Michael Johnson,HR,12,0.76,45,95.71,15-04-2024,Excellent
E1471,Michael Johnson,Sales,34,2.43,50,68.28,16-04-2024,Average
E1472,John Doe,Marketing,18,1.52,46,99.54,17-04-2024,Excellent
E1473,John Doe,Marketing,16,3.63,36,86.61,18-04-2024,Good
E1474,Robert Brown,Marketing,19,0.85,39,78.33,19-04-2024,Good
E1475,David Wilson,Marketing,20,4.74,35,97.99,20-04-2024,Excellent
E1476,James Anderson,IT,38,4.42,36,99.21,21-04-2024,Excellent
E1477,David Wilson,Finance,31,4.78,48,99.71,22-04-2024,Excellent
E1478,David Wilson,Sales,47,3.39,42,93.44,23-04-2024,Excellent
E1479,Sarah Lee,Finance,49,4.53,45,67.21,24-04-2024,Average
E1480,John Doe,IT,14,2.54,31,78.89,25-04-2024,Good
E1481,Michael Johnson,IT,27,0.63,44,61.2,26-04-2024,Average
E1482,John Doe,IT,26,4.09,36,94.99,27-04-2024,Excellent
E1483,Robert Brown,Sales,45,2.72,35,61.61,28-04-2024,Average
E1484,Michael Johnson,Sales,46,0.96,40,60.27,29-04-2024,Average
E1485,James Anderson,IT,33,1.18,47,65.59,30-04-2024,Average
E1486,Sarah Lee,HR,14,1.67,50,79.5,01-05-2024,Good
E1487,Sarah Lee,Sales,49,2.51,30,89.79,02-05-2024,Good
E1488,Olivia Thomas,Finance,27,4.52,34,65.38,03-05-2024,Average
E1489,David Wilson,Finance,22,1.18,31,82.67,04-05-2024,Good
E1490,Emily Davis,HR,34,2.19,49,80.04,05-05-2024,Good
E1491,Jane Smith,Sales,45,4.93,35,79.85,06-05-2024,Good
E1492,John Doe,IT,41,2.41,37,91.03,07-05-2024,Excellent
E1493,Michael Johnson,HR,12,2.78,32,80.25,08-05-2024,Good
E1494,Michael Johnson,Marketing,28,0.87,50,83.46,09-05-2024,Good
E1495,Michael Johnson,HR,17,1.18,40,69.68,10-05-2024,Average
E1496,Sarah Lee,Finance,15,1.61,37,78.23,11-05-2024,Good
E1497,John Doe,Sales,27,4.28,45,60.93,12-05-2024,Average
E1498,Olivia Thomas,HR,50,2.96,37,73.53,13-05-2024,Average
E1499,James Anderson,IT,37,3.76,32,68.93,14-05-2024,Average
E1500,John Doe,Sales,15,1.33,41,91.88,15-05-2024,Excellent
E1501,David Wilson,Finance,30,2.94,32,92.96,16-05-2024,Excellent
E1502,James Anderson,Sales,15,1.46,32,76.2,17-05-2024,Good
E1503,Jane Smith,IT,47,3.84,48,67.43,18-05-2024,Average
E1504,Emily Davis,Sales,27,1.67,43,81.75,19-05-2024,Good
E1505,James Anderson,Finance,45,4.86,36,77.43,20-05-2024,Good
E1506,Michael Johnson,Marketing,29,0.52,33,60.48,21-05-2024,Average
E1507,John Doe,IT,26,4.85,35,79.82,22-05-2024,Good
E1508,Robert Brown,Sales,19,4.18,30,87.98,23-05-2024,Good
E1509,James Anderson,IT,46,4.37,43,89.8,24-05-2024,Good
E1510,Emily Davis,Marketing,14,3.85,32,85.56,25-05-2024,Good
E1511,Sophia Martinez,HR,28,0.7,45,69.16,26-05-2024,Average
E1512,Olivia Thomas,Marketing,36,4.48,38,91.24,27-05-2024,Excellent
E1513,Jane Smith,Finance,16,3.47,39,72.56,28-05-2024,Average
E1514,Robert Brown,IT,19,3.2,42,92.63,29-05-2024,Excellent
E1515,Olivia Thomas,Finance,46,3.9,42,78.6,30-05-2024,Good
E1516,Emily Davis,Finance,22,4.85,42,69.82,31-05-2024,Average
E1517,David Wilson,Sales,41,1.26,44,74.7,01-06-2024,Average
E1518,James Anderson,Sales,22,3.93,39,81.9,02-06-2024,Good
E1519,Sarah Lee,Finance,27,1.03,50,65.03,03-06-2024,Average
E1520,James Anderson,Marketing,20,3.27,35,62.9,04-06-2024,Average
E1521,Michael Johnson,IT,30,3.93,42,67.42,05-06-2024,Average
E1522,Olivia Thomas,Sales,28,2.43,50,86.56,06-06-2024,Good
E1523,Emily Davis,Finance,24,3.29,43,88.14,07-06-2024,Good
E1524,John Doe,IT,29,4.89,46,71.04,08-06-2024,Average
E1525,David Wilson,Finance,44,3.36,48,89.67,09-06-2024,Good
E1526,John Doe,Finance,32,4.94,43,61.45,10-06-2024,Average
E1527,Olivia Thomas,HR,18,2.71,43,99.1,11-06-2024,Excellent
E1528,Michael Johnson,HR,41,0.62,44,88.2,12-06-2024,Good
E1529,Jane Smith,Sales,44,4.86,32,65.83,13-06-2024,Average
E1530,Sarah Lee,Marketing,50,0.65,50,74.84,14-06-2024,Average
E1531,Robert Brown,Sales,22,3.61,46,71.62,15-06-2024,Average
E1532,John Doe,Sales,47,1.75,46,94.16,16-06-2024,Excellent
E1533,Jane Smith,Sales,45,1.34,41,84.95,17-06-2024,Good
E1534,David Wilson,Marketing,26,3,30,65.51,18-06-2024,Average
E1535,Sophia Martinez,HR,26,2.36,44,77.08,19-06-2024,Good
E1536,Olivia Thomas,Finance,48,2.41,31,68.46,20-06-2024,Average
E1537,James Anderson,Sales,50,1.94,44,89.89,21-06-2024,Good
E1538,Jane Smith,IT,38,2.05,33,79.24,22-06-2024,Good
E1539,James Anderson,Sales,25,2.39,49,84.79,23-06-2024,Good
E1540,Robert Brown,HR,47,4.35,41,62.18,24-06-2024,Average
E1541,John Doe,IT,34,4.83,49,61.38,25-06-2024,Average
E1542,Sarah Lee,Sales,34,4.91,48,68.79,26-06-2024,Average
E1543,Sophia Martinez,HR,19,4.09,45,78.64,27-06-2024,Good
E1544,Robert Brown,Finance,19,0.91,30,95.28,28-06-2024,Excellent
E1545,Sophia Martinez,Marketing,27,4.71,45,91.98,29-06-2024,Excellent
E1546,John Doe,Marketing,42,2.87,40,62.26,30-06-2024,Average
E1547,Olivia Thomas,HR,12,3.83,35,69.61,01-07-2024,Average
E1548,Sarah Lee,Sales,49,3.28,41,92.82,02-07-2024,Excellent
E1549,John Doe,Marketing,12,4.58,49,93.3,03-07-2024,Excellent
E1550,Jane Smith,IT,25,1.45,42,88.15,04-07-2024,Good
E1551,Sophia Martinez,Marketing,20,2.28,38,78.65,05-07-2024,Good
E1552,James Anderson,Marketing,47,1.5,33,80.57,06-07-2024,Good
E1553,Olivia Thomas,HR,25,3.4,46,81.21,07-07-2024,Good
E1554,Sophia Martinez,Finance,41,2.5,47,76.33,08-07-2024,Good
E1555,Emily Davis,IT,37,0.7,50,86.37,09-07-2024,Good
E1556,James Anderson,HR,48,1.41,32,83.16,10-07-2024,Good
E1557,Emily Davis,IT,37,3.15,37,86.48,11-07-2024,Good
E1558,Emily Davis,Finance,44,1.91,46,76.43,12-07-2024,Good
E1559,Olivia Thomas,Marketing,40,4.52,50,77.69,13-07-2024,Good
E1560,Olivia Thomas,HR,22,1.34,32,79.34,14-07-2024,Good
E1561,Michael Johnson,Sales,19,4.36,39,96.38,15-07-2024,Excellent
E1562,John Doe,HR,27,0.73,33,75.78,16-07-2024,Good
E1563,Jane Smith,Sales,26,4.5,40,78.95,17-07-2024,Good
E1564,Sophia Martinez,Marketing,34,1.96,50,85.36,18-07-2024,Good
E1565,Michael Johnson,Marketing,25,2.95,38,94.11,19-07-2024,Excellent
E1566,Jane Smith,HR,36,3.47,31,61.72,20-07-2024,Average
E1567,Michael Johnson,Marketing,23,4.31,46,76.55,21-07-2024,Good
E1568,David Wilson,Sales,24,2.5,36,70.6,22-07-2024,Average
E1569,Robert Brown,Finance,30,4.12,34,99.66,23-07-2024,Excellent
E1570,James Anderson,HR,30,3.79,43,97.79,24-07-2024,Excellent
E1571,Sophia Martinez,HR,22,1.2,36,85.15,25-07-2024,Good
E1572,David Wilson,IT,47,2.7,43,92.76,26-07-2024,Excellent
E1573,Michael Johnson,IT,39,2.26,41,76.36,27-07-2024,Good
E1574,James Anderson,IT,48,4.31,44,78.43,28-07-2024,Good
E1575,Robert Brown,IT,21,0.7,48,60.86,29-07-2024,Average
E1576,Sophia Martinez,IT,27,2.53,44,70.85,30-07-2024,Average
E1577,Jane Smith,IT,29,2.14,40,75.95,31-07-2024,Good
E1578,Olivia Thomas,IT,27,4.22,30,93.89,01-08-2024,Excellent
E1579,Jane Smith,Marketing,39,1.66,36,61.44,02-08-2024,Average
E1580,Sophia Martinez,IT,44,3.68,43,84.31,03-08-2024,Good
E1581,Jane Smith,Finance,36,1.66,38,60.14,04-08-2024,Average
E1582,Jane Smith,IT,46,2.6,40,86.84,05-08-2024,Good
E1583,Emily Davis,Marketing,32,3.77,42,74.38,06-08-2024,Average
E1584,Sarah Lee,Marketing,31,3.48,49,72.58,07-08-2024,Average
E1585,James Anderson,Marketing,17,1.11,42,84.72,08-08-2024,Good
E1586,David Wilson,HR,15,4.17,30,72.53,09-08-2024,Average
E1587,Robert Brown,Sales,35,4.12,45,85.31,10-08-2024,Good
E1588,John Doe,HR,48,3.23,34,67.27,11-08-2024,Average
E1589,Emily Davis,IT,37,1.94,45,84.02,12-08-2024,Good
E1590,Sophia Martinez,Sales,38,3.54,34,75.16,13-08-2024,Good
E1591,Michael Johnson,Sales,39,3.64,32,78.13,14-08-2024,Good
E1592,Sophia Martinez,IT,50,3.24,49,72.22,15-08-2024,Average
E1593,Jane Smith,Sales,13,2.27,50,99.81,16-08-2024,Excellent
E1594,Emily Davis,Finance,45,4.9,30,93.27,17-08-2024,Excellent
E1595,Robert Brown,Sales,14,2.64,48,95.09,18-08-2024,Excellent
E1596,Emily Davis,Marketing,40,1.53,40,93.61,19-08-2024,Excellent
E1597,Robert Brown,Finance,13,3.59,35,96.7,20-08-2024,Excellent
E1598,Olivia Thomas,Finance,23,0.59,42,87.51,21-08-2024,Good
E1599,Jane Smith,Finance,35,4.34,41,73.72,22-08-2024,Average
E1600,James Anderson,HR,50,4.37,32,94.03,23-08-2024,Excellent
E1601,John Doe,IT,28,1.02,32,72.1,24-08-2024,Average
E1602,Michael Johnson,Sales,37,1.73,34,67.28,25-08-2024,Average
E1603,Sarah Lee,HR,25,3.4,47,62.65,26-08-2024,Average
E1604,John Doe,Marketing,31,1.47,41,83.96,27-08-2024,Good
E1605,Olivia Thomas,HR,20,3.36,34,63,28-08-2024,Average
E1606,David Wilson,Sales,33,4.07,44,77.3,29-08-2024,Good
E1607,Michael Johnson,Sales,27,3.5,37,82.17,30-08-2024,Good
E1608,Olivia Thomas,Finance,32,1.33,38,88.7,31-08-2024,Good
E1609,Jane Smith,Marketing,48,0.89,30,84.91,01-09-2024,Good
E1610,John Doe,Marketing,39,4.7,49,60.19,02-09-2024,Average
E1611,Emily Davis,IT,25,4.56,31,69.43,03-09-2024,Average
E1612,Sarah Lee,HR,45,2.77,46,70.77,04-09-2024,Average
E1613,James Anderson,Marketing,25,2.66,35,74.1,05-09-2024,Average
E1614,James Anderson,HR,34,0.51,50,85.9,06-09-2024,Good
E1615,John Doe,IT,29,4.25,32,71.9,07-09-2024,Average
E1616,David Wilson,Marketing,31,2.03,37,61.89,08-09-2024,Average
E1617,Robert Brown,Sales,11,1.1,34,91.07,09-09-2024,Excellent
E1618,Sophia Martinez,HR,16,3.71,47,98.84,10-09-2024,Excellent
E1619,Robert Brown,Sales,22,3.83,48,73.17,11-09-2024,Average
E1620,Sophia Martinez,Marketing,30,3.07,33,95.53,12-09-2024,Excellent
E1621,Olivia Thomas,Sales,27,4.92,33,91.72,13-09-2024,Excellent
E1622,Olivia Thomas,Finance,18,2.23,42,75.07,14-09-2024,Good
E1623,David Wilson,IT,29,1.2,35,86.77,15-09-2024,Good
E1624,James Anderson,Marketing,28,4.12,38,69.31,16-09-2024,Average
E1625,Olivia Thomas,Marketing,26,3.25,35,95.05,17-09-2024,Excellent
E1626,Sarah Lee,Sales,11,1.98,31,78.78,18-09-2024,Good
E1627,Michael Johnson,Marketing,40,2.91,45,61.69,19-09-2024,Average
E1628,James Anderson,Finance,32,2.73,42,74.76,20-09-2024,Average
E1629,David Wilson,Marketing,49,2.94,41,87.88,21-09-2024,Good
E1630,John Doe,HR,26,1.38,36,90.41,22-09-2024,Excellent
E1631,Sophia Martinez,Sales,11,3.85,31,83.02,23-09-2024,Good
E1632,Jane Smith,Sales,39,3.94,37,78.02,24-09-2024,Good
E1633,David Wilson,Marketing,28,1.28,37,91.54,25-09-2024,Excellent
E1634,Olivia Thomas,HR,18,4.91,46,96.38,26-09-2024,Excellent
E1635,Sarah Lee,IT,46,4.88,35,99.58,27-09-2024,Excellent
E1636,Michael Johnson,Sales,24,4.1,31,63.28,28-09-2024,Average
E1637,Emily Davis,Sales,29,2.54,50,68.47,29-09-2024,Average
E1638,Robert Brown,Sales,25,4.9,39,64.44,30-09-2024,Average
E1639,Jane Smith,Sales,24,2.35,46,80.55,01-10-2024,Good
E1640,John Doe,Finance,24,3.58,46,76.15,02-10-2024,Good
E1641,Olivia Thomas,Marketing,15,4.51,48,93.99,03-10-2024,Excellent
E1642,Jane Smith,Marketing,24,2.48,35,86.89,04-10-2024,Good
E1643,Emily Davis,Sales,38,3.85,35,91.68,05-10-2024,Excellent
E1644,Jane Smith,HR,49,0.76,36,79.1,06-10-2024,Good
E1645,Emily Davis,Finance,48,2.7,49,87.18,07-10-2024,Good
E1646,John Doe,Finance,22,3.07,32,94.12,08-10-2024,Excellent
E1647,John Doe,Finance,46,4.26,48,84.81,09-10-2024,Good
E1648,John Doe,HR,25,2.22,37,81.62,10-10-2024,Good
E1649,Sophia Martinez,IT,43,0.82,38,86.18,11-10-2024,Good
E1650,Robert Brown,IT,40,0.8,39,93.91,12-10-2024,Excellent
E1651,Olivia Thomas,HR,48,2.85,45,60.59,13-10-2024,Average
E1652,Sophia Martinez,Marketing,36,3.92,39,98.58,14-10-2024,Excellent
E1653,David Wilson,Marketing,17,4.21,39,71.02,15-10-2024,Average
E1654,Michael Johnson,IT,44,1.45,40,68.56,16-10-2024,Average
E1655,Sarah Lee,Sales,25,4.73,33,74.1,17-10-2024,Average
E1656,Olivia Thomas,Marketing,38,1.58,32,64.48,18-10-2024,Average
E1657,Sophia Martinez,Finance,12,2.93,36,61.01,19-10-2024,Average
E1658,Sophia Martinez,Marketing,31,3.48,35,76.79,20-10-2024,Good
E1659,Robert Brown,HR,30,4.65,47,88.04,21-10-2024,Good
E1660,Olivia Thomas,Sales,29,0.8,43,75.55,22-10-2024,Good
E1661,John Doe,IT,34,1.42,42,95.28,23-10-2024,Excellent
E1662,John Doe,Marketing,11,1.78,37,91.66,24-10-2024,Excellent
E1663,Olivia Thomas,Sales,23,2.08,43,72.62,25-10-2024,Average
E1664,Michael Johnson,IT,50,2.49,36,76.5,26-10-2024,Good
E1665,Sarah Lee,Marketing,47,1.5,49,72,27-10-2024,Average
E1666,John Doe,Marketing,19,1.43,40,89,28-10-2024,Good
E1667,David Wilson,HR,25,3.91,32,65.63,29-10-2024,Average
E1668,James Anderson,Finance,20,2.59,41,62.84,30-10-2024,Average
E1669,Jane Smith,Marketing,32,0.59,41,90.03,31-10-2024,Excellent
E1670,Sophia Martinez,Marketing,28,0.8,50,96.61,01-11-2024,Excellent
E1671,Jane Smith,Sales,18,0.63,33,88.14,02-11-2024,Good
E1672,Robert Brown,IT,32,1.92,39,84.95,03-11-2024,Good
E1673,James Anderson,Sales,16,0.96,35,94.39,04-11-2024,Excellent
E1674,Robert Brown,HR,31,0.62,43,84.49,05-11-2024,Good
E1675,Jane Smith,IT,43,2.28,34,88.61,06-11-2024,Good
E1676,Olivia Thomas,Finance,20,2.75,46,68.57,07-11-2024,Average
E1677,Olivia Thomas,HR,40,2.79,48,61.41,08-11-2024,Average
E1678,James Anderson,HR,45,4.94,32,98.84,09-11-2024,Excellent
E1679,John Doe,HR,43,1.48,46,82.82,10-11-2024,Good
E1680,Michael Johnson,HR,30,3.38,32,70.81,11-11-2024,Average
E1681,John Doe,Finance,10,4.98,49,62.87,12-11-2024,Average
E1682,Robert Brown,Sales,22,3.86,50,85.85,13-11-2024,Good
E1683,Sophia Martinez,Finance,16,2.63,43,66.77,14-11-2024,Average
E1684,Michael Johnson,IT,16,2.97,37,87.85,15-11-2024,Good
E1685,Jane Smith,Finance,42,4.54,39,73.63,16-11-2024,Average
E1686,John Doe,IT,38,2.6,31,98.39,17-11-2024,Excellent
E1687,David Wilson,Sales,32,4.11,40,75.67,18-11-2024,Good
E1688,Sarah Lee,Sales,19,3.29,37,74.9,19-11-2024,Average
E1689,Michael Johnson,IT,34,4.72,44,79.78,20-11-2024,Good
E1690,Robert Brown,Finance,18,3.07,36,74.77,21-11-2024,Average
E1691,James Anderson,Marketing,21,4.86,34,78.91,22-11-2024,Good
E1692,Sophia Martinez,Sales,13,3.51,48,93.43,23-11-2024,Excellent
E1693,Olivia Thomas,HR,18,4.67,50,83.95,24-11-2024,Good
E1694,John Doe,HR,15,0.66,31,98.12,25-11-2024,Excellent
E1695,James Anderson,Marketing,46,4.06,39,60.43,26-11-2024,Average
E1696,Sarah Lee,HR,48,4.36,39,85.18,27-11-2024,Good
E1697,John Doe,HR,19,3.58,38,95.7,28-11-2024,Excellent
E1698,David Wilson,IT,40,4.35,44,75.61,29-11-2024,Good
E1699,Michael Johnson,Finance,50,1.75,43,65.59,30-11-2024,Average
E1700,Sarah Lee,HR,44,0.84,30,95.92,01-12-2024,Excellent
E1701,Sophia Martinez,HR,12,4.92,39,67.08,02-12-2024,Average
E1702,Sarah Lee,Finance,38,0.57,36,78.59,03-12-2024,Good
E1703,John Doe,Sales,21,3.98,35,69.66,04-12-2024,Average
E1704,John Doe,IT,34,0.63,43,90.5,05-12-2024,Excellent
E1705,Michael Johnson,Marketing,45,2.33,36,62.53,06-12-2024,Average
E1706,Jane Smith,Finance,12,0.82,38,77.19,07-12-2024,Good
E1707,Jane Smith,IT,29,2.97,36,72.64,08-12-2024,Average
E1708,Emily Davis,Marketing,30,4.27,44,91.73,09-12-2024,Excellent
E1709,Emily Davis,IT,22,1.78,37,99.22,10-12-2024,Excellent
E1710,Michael Johnson,Finance,44,3.75,39,86.48,11-12-2024,Good
E1711,James Anderson,Marketing,44,4.54,49,98.91,12-12-2024,Excellent
E1712,David Wilson,Finance,25,0.91,43,95.27,13-12-2024,Excellent
E1713,Jane Smith,Sales,37,3.17,33,66.63,14-12-2024,Average
E1714,Jane Smith,IT,17,2.82,34,83.2,15-12-2024,Good
E1715,Sarah Lee,Finance,29,0.51,36,88.93,16-12-2024,Good
E1716,Robert Brown,Finance,49,0.63,42,86.65,17-12-2024,Good
E1717,Olivia Thomas,Marketing,29,0.6,40,76.27,18-12-2024,Good
E1718,Sophia Martinez,Marketing,42,1.92,35,84.82,19-12-2024,Good
E1719,Sophia Martinez,Finance,25,2.42,44,88.73,20-12-2024,Good
E1720,Sarah Lee,Finance,20,2.88,47,99.59,21-12-2024,Excellent
E1721,Michael Johnson,Finance,22,3.29,49,93.76,22-12-2024,Excellent
E1722,James Anderson,HR,32,2.25,41,66.45,23-12-2024,Average
E1723,Olivia Thomas,Marketing,36,2.85,37,87.44,24-12-2024,Good
E1724,Michael Johnson,Marketing,19,1.46,40,98.57,25-12-2024,Excellent
E1725,Sophia Martinez,Sales,48,1.46,39,60.56,26-12-2024,Average
E1726,Robert Brown,Marketing,46,3.71,43,77.86,27-12-2024,Good
E1727,Jane Smith,Marketing,37,1.12,31,68.96,28-12-2024,Average
E1728,Olivia Thomas,HR,12,3.16,47,63.79,29-12-2024,Average
E1729,Jane Smith,HR,46,4.13,45,89.71,30-12-2024,Good
E1730,Sarah Lee,Sales,41,2.67,48,66.87,31-12-2024,Average
E1731,Sophia Martinez,Marketing,21,0.94,35,93.8,01-01-2025,Excellent
E1732,Sophia Martinez,IT,22,3.87,31,92.99,02-01-2025,Excellent
E1733,Jane Smith,Sales,14,3.76,33,68.21,03-01-2025,Average
E1734,Sarah Lee,Sales,18,4.38,40,98.74,04-01-2025,Excellent
E1735,Emily Davis,IT,47,2.91,38,85.12,05-01-2025,Good
E1736,Sophia Martinez,HR,29,1.61,42,62.28,06-01-2025,Average
E1737,Jane Smith,IT,49,1.21,49,78.4,07-01-2025,Good
E1738,Emily Davis,Marketing,44,3.09,32,93.12,08-01-2025,Excellent
E1739,Michael Johnson,Sales,36,4.25,38,89.73,09-01-2025,Good
E1740,John Doe,Finance,35,4.23,38,73.42,10-01-2025,Average
E1741,David Wilson,Marketing,22,3.63,45,69.6,11-01-2025,Average
